point1.x,point1.y,point2.x,point2.y
327.399,978.156,301.877,990.078
318.543,442.464,339.187,436.167
318.543,442.464,318.028,442.621
332.625,482.403,345.285,442.888
345.285,442.888,339.187,436.167
307.259,552.25,322.528,541.793
307.259,552.25,298.059,558.551
343.533,546.756,324.192,540.855
343.533,546.756,363.284,552.782
350.761,572.271,363.284,552.782
333.097,572.506,350.761,572.271
333.097,572.506,297.965,572.973
337.455,609.238,341.047,605.912
341.047,605.912,350.03,589.485
350.03,589.485,350.761,572.271
333.619,365.688,337.065,366.605
337.065,366.605,372.103,333.754
354.052,323.096,339.302,318.85
354.052,323.096,368.865,327.36
372.103,333.754,368.865,327.36
340.169,187.748,342.547,187.672
342.547,187.672,351.442,182.623
351.442,182.623,365.312,168.495
371.177,149.88,356.953,124.704
365.312,168.495,371.177,149.88
333.472,187.772,340.169,187.748
333.472,187.772,328.228,187.792
333.73,228.947,340.169,187.748
333.73,228.947,332.353,237.759
356.276,233.36,342.547,187.672
356.246,233.394,356.276,233.36
329.259,826.935,366.923,821.558
329.259,826.935,326.559,827.32
332.353,237.759,308.08,243.839
335.685,237.15,356.246,233.394
335.685,237.15,332.353,237.759
353.54,264.94,356.246,233.394
331.078,993.954,343.645,970.566
331.078,993.954,309.093,1034.87
365.533,1007.2,346.971,967.066
365.533,1007.2,371.033,1019.1
378.716,1107.43,371.033,1019.1
352.552,508.452,330.834,503.697
352.552,508.452,355.125,509.015
363.284,552.782,373.259,548.575
356.719,510.575,355.125,509.015
373.259,548.575,356.719,510.575
365.629,454.69,345.285,442.888
365.629,454.69,374.314,459.728
374.925,467.338,376.981,465.415
376.981,465.415,374.314,459.728
347.643,403.772,392.05,390.317
372.504,334.23,372.103,333.754
392.05,390.317,372.504,334.23
331.685,483.192,332.625,482.403
331.685,483.192,321.092,492.082
345.244,477.909,374.925,467.338
345.244,477.909,332.625,482.403
355.125,509.015,374.925,467.338
340.741,269.998,353.54,264.94
340.741,269.998,320.797,277.881
368.606,271.948,353.54,264.94
368.606,271.948,377.518,276.093
387.735,292.075,377.518,276.093
368.865,327.36,387.735,292.075
339.182,881.034,366.923,821.558
339.182,881.034,332.843,894.625
389.856,824.883,378.401,817.772
397.979,867.101,389.856,824.883
349.669,670.841,327.277,665.382
386.978,691.937,349.669,670.841
386.978,691.937,396.252,697.181
381.277,720.493,396.252,697.181
359.557,721.378,381.277,720.493
359.557,721.378,342.057,722.091
380.289,762.715,381.277,720.493
369.809,776.512,380.289,762.715
364.697,607.654,341.047,605.912
364.697,607.654,396.218,609.975
394.358,617.389,396.218,609.975
367.202,592.226,350.03,589.485
367.202,592.226,392.748,596.305
397.982,606.606,392.748,596.305
396.218,609.975,397.982,606.606
379.689,18.8469,335.785,-72.9251
371.033,1019.1,384.447,959.036
365.814,935.165,351.862,928.177
384.447,959.036,365.814,935.165
374.314,459.728,395.892,392.582
395.892,392.582,392.05,390.317
378.502,549.405,373.259,548.575
378.502,549.405,384.124,550.296
392.748,596.305,384.124,550.296
371.222,203.203,351.442,182.623
381.787,220.335,371.222,203.203
381.787,220.335,386.216,227.517
378.272,232.837,386.216,227.517
367.662,233.09,378.272,232.837
367.662,233.09,356.276,233.36
381.222,257.77,378.272,232.837
377.518,276.093,381.222,257.77
385.791,502.155,381.05,467.182
381.05,467.182,376.981,465.415
365.345,24.1777,379.689,18.8469
365.345,24.1777,336.435,34.9222
381.321,19.1532,379.689,18.8469
381.321,19.1532,408.64,24.28
398.206,74.2213,408.64,24.28
363.557,631.47,394.358,617.389
363.557,631.47,336.611,643.788
376.446,654.057,397.187,628.508
397.187,628.508,394.358,617.389
373.92,505.593,385.791,502.155
373.92,505.593,356.719,510.575
395.866,511.461,385.791,502.155
395.866,511.461,413.587,527.83
384.124,550.296,393.967,545.028
393.967,545.028,411.982,531.204
411.982,531.204,413.587,527.83
408.64,24.28,413.218,18.957
413.218,18.957,455.324,-64.2485
455.324,-64.2485,643.222,-2634.47
643.222,-2634.47,1515.47,-40889.9
400.283,193.914,365.312,168.495
400.283,193.914,408.518,199.9
381.39,202.303,408.518,199.9
381.39,202.303,371.222,203.203
386.216,227.517,410.668,221.846
410.668,221.846,419.341,206.468
375.746,654.496,376.446,654.057
375.746,654.496,349.669,670.841
388.374,656.228,376.446,654.057
388.374,656.228,418.773,661.762
396.252,697.181,414.416,693.731
422.475,666.17,418.773,661.762
422.475,666.17,432.895,678.58
414.416,693.731,432.895,678.58
418.773,661.762,397.187,628.508
417.265,247.196,410.668,221.846
375.008,79.2873,398.206,74.2213
375.008,79.2873,370.554,80.2599
406.336,145.412,418.533,134.394
415.22,84.1757,398.206,74.2213
418.533,134.394,415.22,84.1757
405.13,965.101,384.447,959.036
409,1007.07,405.13,965.101
392.358,254.503,417.265,247.196
392.358,254.503,381.222,257.77
409.327,285.226,417.892,269.476
420.099,253.485,417.265,247.196
417.892,269.476,420.099,253.485
394.275,467.717,381.05,467.182
420.308,496.507,394.275,467.717
420.308,496.507,432.004,509.441
413.587,527.83,432.004,509.441
401.787,393.648,395.892,392.582
440.338,414.923,401.787,393.648
440.338,414.923,442.243,415.974
439.449,434.477,442.243,415.974
354.548,911.892,397.979,867.101
354.548,911.892,347.686,918.969
430.36,889.442,397.979,867.101
443.304,914.08,430.36,889.442
444.468,918.786,443.304,914.08
408.518,199.9,419.341,206.468
393.311,147.067,406.336,145.412
393.311,147.067,371.177,149.88
429.446,200.083,406.336,145.412
419.341,206.468,429.446,200.083
425.225,749.188,414.416,693.731
398.273,928.405,444.468,918.786
398.273,928.405,365.814,935.165
444.701,950.037,444.924,949.661
450.696,927.428,444.468,918.786
444.924,949.661,450.696,927.428
421.058,577.321,393.967,545.028
421.058,577.321,439.09,598.815
401.277,756.397,425.225,749.188
401.277,756.397,380.289,762.715
442.178,759.776,425.225,749.188
442.178,759.776,453.433,766.804
458.719,778.31,453.433,766.804
394.732,289.856,409.327,285.226
394.732,289.856,387.735,292.075
439.945,310.293,409.327,285.226
439.945,310.293,442.994,312.789
445.713,329.516,442.994,312.789
412.98,331.624,445.713,329.516
412.98,331.624,372.504,334.23
445.883,329.753,445.713,329.516
405.403,964.997,444.701,950.037
405.403,964.997,405.13,965.101
444.011,968.339,444.701,950.037
397.987,464.986,439.449,434.477
397.987,464.986,394.275,467.717
432.004,509.441,459.093,499.498
459.61,496.508,439.449,434.477
459.093,499.498,459.61,496.508
439.09,598.815,469.733,598.113
447.348,572.178,411.982,531.204
447.348,572.178,469.733,598.113
412.169,603.917,439.09,598.815
412.169,603.917,397.982,606.606
432.895,678.58,440.867,676.963
440.867,676.963,465.162,642.445
465.162,642.445,471.249,598.559
441.54,139.732,418.533,134.394
441.54,139.732,444.869,140.504
448.502,197.76,447.464,148.11
447.464,148.11,444.869,140.504
271.375,4598.05,339.708,1583.97
271.375,4598.05,-7.30416e+06,3.22196e+08
341.685,1559.81,378.716,1107.43
341.685,1559.81,339.708,1583.97
394.387,1055.5,409,1007.07
394.387,1055.5,378.716,1107.43
418.846,996.18,444.011,968.339
418.846,996.18,409,1007.07
468.219,1032.43,444.011,968.339
468.219,1032.43,520.615,1171.16
573.361,2075,520.615,1171.16
620.986,4343.64,573.361,2075
441.559,42.0545,413.218,18.957
441.759,48.3045,441.559,42.0545
409.515,818.389,389.856,824.883
453.639,841.961,409.515,818.389
453.639,841.961,460.415,845.581
464.262,849.35,460.415,845.581
443.241,274.145,417.892,269.476
443.241,274.145,467.512,278.617
442.994,312.789,467.512,278.617
415.02,374.474,445.883,329.753
415.02,374.474,401.787,393.648
456.205,335.38,445.883,329.753
442.243,415.974,450.943,412.381
450.943,412.381,469.918,359.262
469.918,359.262,456.205,335.38
431.097,199.882,448.502,197.76
431.097,199.882,429.446,200.083
464.357,202.669,448.502,197.76
464.357,202.669,466.454,203.319
455.361,249.857,466.454,203.319
424.712,83.266,415.22,84.1757
446.217,84.8718,424.712,83.266
446.217,84.8718,448.544,85.0455
445.504,139.978,461.127,92.3953
444.869,140.504,445.504,139.978
461.127,92.3953,448.544,85.0455
453.433,766.804,470.474,712.595
465.861,702.056,440.867,676.963
470.474,712.595,465.861,702.056
440.432,251.393,455.361,249.857
440.432,251.393,420.099,253.485
467.512,278.617,471.406,275.859
471.405,275.678,455.361,249.857
471.406,275.859,471.405,275.678
473.831,35.9006,483.697,27.1051
483.697,27.1051,455.324,-64.2485
435.014,62.1373,441.759,48.3045
435.014,62.1373,424.712,83.266
448.465,50.863,441.759,48.3045
448.465,50.863,460.404,55.4178
448.544,85.0455,460.404,55.4178
469.733,598.113,471.249,598.559
479.618,519.506,459.093,499.498
471.249,598.559,474.819,596.258
478.395,582.219,479.618,519.506
474.819,596.258,478.395,582.219
445.981,41.2113,473.831,35.9006
445.981,41.2113,441.559,42.0545
460.404,55.4178,473.831,35.9006
412.961,815.582,458.719,778.31
412.961,815.582,409.515,818.389
460.415,845.581,459.104,778.456
459.104,778.456,458.719,778.31
470.106,93.785,461.127,92.3953
466.123,135.568,489.071,118.101
489.071,118.101,470.106,93.785
467.902,157.314,449.262,148.703
467.902,157.314,482.155,163.898
449.262,148.703,447.464,148.11
466.454,203.319,466.462,203.318
466.462,203.318,482.155,163.898
438.697,879.583,464.262,849.35
438.697,879.583,430.36,889.442
466.342,849.366,464.262,849.35
466.342,849.366,505.274,849.671
505.273,849.675,505.274,849.671
485.289,784.439,459.104,778.456
485.289,784.439,508.663,789.78
505.274,849.671,510.185,843.966
516.312,800.177,508.663,789.78
510.185,843.966,516.312,800.177
468.313,150.513,449.262,148.703
468.313,150.513,477.152,151.353
477.352,151.531,477.152,151.353
477.352,151.531,484.278,157.679
482.155,163.898,482.501,163.408
482.501,163.408,484.278,157.679
481.826,978.631,444.924,949.661
481.826,978.631,500.792,993.52
521.24,1068.82,500.792,993.52
520.744,1167.21,521.24,1068.82
520.615,1171.16,520.744,1167.21
462.901,136.257,466.123,135.568
462.901,136.257,445.504,139.978
477.152,151.353,466.123,135.568
479.864,84.6876,492.698,35.2283
492.698,35.2283,483.697,27.1051
490.456,288.194,471.406,275.859
496.601,306.659,490.456,288.194
495.035,313.365,496.601,306.659
493.516,212.067,466.462,203.318
489.053,251.994,496.534,213.516
496.534,213.516,493.516,212.067
489.252,418.996,450.943,412.381
489.252,418.996,520.59,424.408
491.384,469.664,519.851,438.116
519.851,438.116,520.59,424.408
500.223,123.404,489.071,118.101
500.223,123.404,510.531,128.306
484.278,157.679,510.531,128.306
465.942,890.552,505.273,849.675
465.942,890.552,443.304,914.08
504.728,927.185,512.745,922.865
512.745,922.865,505.273,849.675
481.49,927.289,504.728,927.185
481.49,927.289,450.696,927.428
500.792,993.52,504.728,927.185
490.092,720.208,470.474,712.595
509.752,757.82,490.092,720.208
509.752,757.82,514.769,767.417
508.663,789.78,514.769,767.417
489.671,359.443,469.918,359.262
489.671,359.443,503.31,359.568
521.034,405.353,503.31,359.568
521.425,423.619,521.034,405.353
520.59,424.408,521.425,423.619
472.392,326.202,495.035,313.365
472.392,326.202,456.205,335.38
515.638,343.602,495.035,313.365
503.31,359.568,515.638,343.602
505.12,680.499,477.708,648.822
505.12,680.499,508.915,684.885
477.708,648.822,465.162,642.445
505.014,81.1231,514.842,43.609
514.842,43.609,492.698,35.2283
500.621,168.618,482.501,163.408
500.621,168.618,503.868,169.552
474.214,271.908,489.053,251.994
474.214,271.908,471.405,275.678
505.188,259.364,489.053,251.994
505.188,259.364,513.912,263.35
517.184,272.269,513.912,263.35
472.078,91.9468,479.864,84.6876
472.078,91.9468,470.106,93.785
496.856,82.2793,505.014,81.1231
496.856,82.2793,479.864,84.6876
510.531,128.306,519.447,128.254
513.593,89.2006,505.014,81.1231
520.21,127.896,513.593,89.2006
519.447,128.254,520.21,127.896
491.159,691.966,508.915,684.885
491.159,691.966,465.861,702.056
510.904,712.834,524.173,689.589
524.173,689.589,524.619,686.961
503.868,169.552,517.19,162.447
517.19,162.447,519.447,128.254
476.958,481.852,491.384,469.664
476.958,481.852,459.61,496.508
508.912,486.395,491.384,469.664
508.912,486.395,529.686,506.225
526.919,514.826,529.686,506.225
508.915,684.885,524.619,686.961
507.073,654.25,477.708,648.822
511.886,655.638,507.073,654.25
511.886,655.638,535.117,662.339
524.619,686.961,528.232,683.78
528.232,683.78,536.389,669.767
536.389,669.767,535.117,662.339
507.658,213.879,496.534,213.516
507.658,213.879,521.19,214.321
513.912,263.35,521.268,214.35
521.268,214.35,521.19,214.321
497.536,195.559,503.868,169.552
497.536,195.559,493.516,212.067
520.557,170.363,517.19,162.447
521.19,214.321,520.557,170.363
540.207,481.595,519.851,438.116
529.686,506.225,540.207,481.595
522.635,604.662,474.819,596.258
500.445,716.54,510.904,712.834
500.445,716.54,490.092,720.208
525.761,732.958,510.904,712.834
525.761,732.958,532.708,742.369
514.769,767.417,532.708,742.369
504.883,517.006,526.919,514.826
504.883,517.006,479.618,519.506
542.58,533.59,526.919,514.826
545.001,536.784,542.58,533.59
509.59,646.231,522.635,604.662
509.59,646.231,507.073,654.25
523.175,604.74,522.635,604.662
523.175,604.74,524.424,604.921
536.31,657.58,524.424,604.921
535.117,662.339,536.31,657.58
499.374,282.881,517.184,272.269
499.374,282.881,490.456,288.194
525.68,274.582,517.184,272.269
525.68,274.582,541.806,278.972
545.542,300.942,541.806,278.972
518.944,43.702,514.842,43.609
518.944,43.702,547.972,44.36
552.715,59.7291,547.972,44.36
515.627,304.437,545.542,300.942
515.627,304.437,496.601,306.659
546.108,301.796,545.542,300.942
551.872,332.909,546.108,301.796
551.082,336.193,551.872,332.909
547.972,44.36,579.82,-11.1787
579.82,-11.1787,590.805,-121.72
590.805,-121.72,644.358,-2285.13
644.358,-2285.13,643.222,-2634.47
536.705,926.821,512.745,922.865
536.705,926.821,537.405,926.936
557.228,947.293,537.405,926.936
510.846,560.083,545.001,536.784
510.846,560.083,478.395,582.219
524.424,604.921,572.775,584.655
563.924,550.013,545.001,536.784
563.924,550.013,573.476,556.691
572.775,584.655,573.476,556.691
528.035,215.029,521.268,214.35
536.788,216.942,528.035,215.029
541.806,278.972,556.695,254.643
556.695,254.643,536.788,216.942
542.558,731.873,524.173,689.589
542.558,731.873,543.964,735.108
532.708,742.369,543.964,735.108
517.498,86.2591,552.715,59.7291
517.498,86.2591,513.593,89.2006
542.325,126.205,567.552,85.5056
567.552,85.5056,552.715,59.7291
518.568,342.99,551.082,336.193
518.568,342.99,515.638,343.602
557.079,347.006,551.082,336.193
527.772,127.318,542.325,126.205
527.772,127.318,520.21,127.896
539.74,170.282,547.665,164.843
547.665,164.843,547.493,142.988
547.493,142.988,542.34,126.222
542.34,126.222,542.325,126.205
533.568,170.308,539.74,170.282
533.568,170.308,520.557,170.363
557.493,864.953,510.185,843.966
537.405,926.936,553.692,904.057
553.692,904.057,559.791,894.948
559.791,894.948,557.493,864.953
533.613,193.706,539.74,170.282
533.613,193.706,528.035,215.029
548.48,166.037,547.665,164.843
543.964,735.108,577.301,727.779
554.764,707.57,528.232,683.78
554.764,707.57,577.301,727.779
542.464,203.202,548.48,166.037
542.464,203.202,540.626,214.554
561.763,176.434,548.48,166.037
561.763,176.434,566.511,180.152
569.442,184.315,566.511,180.152
553.475,208.41,569.442,184.315
529.037,392.398,557.079,347.006
529.037,392.398,521.034,405.353
565.086,418.406,559.762,349.11
559.762,349.11,557.079,347.006
565.027,418.506,565.086,418.406
594.858,608.333,572.775,584.655
595.853,623.752,596.811,614.153
596.811,614.153,594.858,608.333
556.175,797.995,592.428,781.862
587.307,734.08,579.993,727.824
603.164,764.127,587.307,734.08
592.428,781.862,603.164,764.127
577.301,727.779,579.993,727.824
564.755,677.013,536.389,669.767
564.755,677.013,580.341,680.995
579.993,727.824,581.381,683.115
581.381,683.115,580.341,680.995
553.678,798.132,556.175,797.995
553.678,798.132,516.312,800.177
580.08,853.2,556.175,797.995
551.804,420.057,565.027,418.506
551.804,420.057,521.425,423.619
575.713,428.656,565.027,418.506
588.468,461.319,575.713,428.656
543.828,481.56,540.207,481.595
569.596,495.941,543.828,481.56
566.511,180.152,566.381,158.908
566.381,158.908,547.493,142.988
561.291,507.515,569.596,495.941
561.291,507.515,542.58,533.59
572.721,497.17,569.596,495.941
572.721,497.17,578.842,499.577
589.447,519.755,578.842,499.577
586.404,544.066,589.447,519.755
573.476,556.691,586.404,544.066
552.074,648.624,595.853,623.752
552.074,648.624,536.31,657.58
580.341,680.995,596.776,628.545
596.776,628.545,595.853,623.752
574.274,255.819,556.695,254.643
574.274,255.819,578.073,256.074
589.23,289.957,598.883,277.087
598.883,277.087,578.073,256.074
571.37,159.04,566.381,158.908
571.37,159.04,599.701,159.785
592.586,177.427,600.319,163.15
600.077,160.824,599.701,159.785
600.319,163.15,600.077,160.824
581.933,139.896,542.34,126.222
581.933,139.896,597.493,145.27
599.701,159.785,597.493,145.27
588.836,359.517,559.762,349.11
588.836,359.517,602.362,364.359
605.136,379.66,602.362,364.359
560.839,473.847,588.468,461.319
560.839,473.847,543.828,481.56
578.842,499.577,591.29,463.486
591.29,463.486,588.468,461.319
540.626,214.554,536.788,216.942
550.432,209.865,553.475,208.41
550.432,209.865,540.626,214.554
581.527,215.365,553.475,208.41
581.527,215.365,586.138,216.509
590.324,237.521,586.138,216.509
578.073,256.074,590.324,237.521
523.043,1062.74,557.228,947.293
523.043,1062.74,521.24,1068.82
561.974,947.485,557.228,947.293
582.339,977.538,565.927,951.095
565.927,951.095,561.974,947.485
570.713,295.041,589.23,289.957
570.713,295.041,546.108,301.796
589.606,313.305,589.23,289.957
587.188,318.138,589.606,313.305
578.415,913.037,553.692,904.057
578.415,913.037,590.588,917.459
584.274,937.231,590.588,917.459
580.988,896.689,559.791,894.948
580.988,896.689,589.875,897.419
596.417,902.224,589.875,897.419
590.588,917.459,596.417,902.224
557.897,864.743,580.08,853.2
557.897,864.743,557.493,864.953
583.113,853.317,580.08,853.2
583.113,853.317,592.39,853.673
589.875,897.419,592.39,853.673
571.071,183.83,592.586,177.427
571.071,183.83,569.442,184.315
586.138,216.509,601.393,203.408
601.393,203.408,592.586,177.427
568.433,85.6168,567.552,85.5056
605.611,122.751,568.433,85.6168
605.611,122.751,608.019,125.155
597.493,145.27,608.019,125.155
592.39,853.673,611.007,847.905
612.581,829.794,592.428,781.862
611.007,847.905,612.581,829.794
575.134,999.725,582.339,977.538
575.134,999.725,520.744,1167.21
589.979,980.424,582.339,977.538
589.979,980.424,609.215,987.69
623.822,1029.41,609.215,987.69
577.214,322.31,587.188,318.138
577.214,322.31,551.872,332.909
602.894,332.914,587.188,318.138
602.894,332.914,616.2,345.432
602.362,364.359,616.2,345.432
598.032,967.395,565.927,951.095
598.032,967.395,608.386,972.651
609.215,987.69,608.386,972.651
593.501,77.5283,614.778,47.2118
613.096,38.503,579.82,-11.1787
614.646,46.3486,613.096,38.503
614.778,47.2118,614.646,46.3486
606.571,467.513,591.29,463.486
606.571,467.513,607.189,467.676
621.248,484.668,607.189,467.676
577.906,940.159,584.274,937.231
577.906,940.159,561.974,947.485
603.133,939.924,584.274,937.231
603.133,939.924,622.799,942.733
608.386,972.651,622.799,942.733
628.237,861.929,611.007,847.905
644.947,891.785,628.237,861.929
642.953,899.245,644.947,891.785
604.38,277.342,598.883,277.087
604.38,277.342,611.587,277.676
617.957,279.746,611.587,277.676
612.488,311.336,617.957,279.746
604.443,236.152,608.652,223.852
607.582,205.715,601.393,203.408
608.652,223.852,607.582,205.715
601.756,312.259,612.488,311.336
601.756,312.259,589.606,313.305
624.526,339.353,612.488,311.336
624.526,339.353,624.706,339.77
616.2,345.432,624.706,339.77
600.594,901.957,642.953,899.245
600.594,901.957,596.417,902.224
622.799,942.733,641.149,933.987
641.149,933.987,644.063,925.381
644.063,925.381,646.193,916.229
646.193,916.229,642.953,899.245
572.499,411.234,605.136,379.66
572.499,411.234,565.086,418.406
622.879,424.822,625.923,421.898
635.609,401.188,605.136,379.66
635.609,401.188,636.214,401.615
625.923,421.898,636.214,401.615
601.918,236.397,604.443,236.152
601.918,236.397,590.324,237.521
612.421,239.824,604.443,236.152
611.587,277.676,612.421,239.824
590.735,78.4207,593.501,77.5283
590.735,78.4207,568.433,85.6168
617.538,88.0325,593.501,77.5283
617.538,88.0325,634.819,95.584
608.019,125.155,632.016,115.158
632.016,115.158,634.819,95.584
604.303,426.332,622.879,424.822
604.303,426.332,575.713,428.656
607.189,467.676,619.638,449.456
619.638,449.456,622.879,424.822
607.299,683.217,581.381,683.115
607.299,683.217,627.477,683.296
633.103,695.361,627.477,683.296
630.412,664.991,596.776,628.545
627.477,683.296,630.412,664.991
615.308,225.418,608.652,223.852
615.308,225.418,642.011,231.703
629.262,176.987,600.319,163.15
629.262,176.987,634.293,179.392
621.579,205.587,634.293,179.392
614.995,205.647,621.579,205.587
614.995,205.647,607.582,205.715
642.011,231.703,645.777,231.029
639.08,223.988,621.579,205.587
639.08,223.988,645.777,231.029
593.107,515.717,621.248,484.668
593.107,515.717,589.447,519.755
633.018,488.002,621.248,484.668
633.018,488.002,645.147,491.438
648.685,510.331,645.147,491.438
639.443,67.7852,614.778,47.2118
639.443,67.7852,649.977,76.5716
634.819,95.584,649.977,76.5716
614.138,239.352,642.011,231.703
614.138,239.352,612.421,239.824
660.496,236.956,660.323,236.663
665.726,276.197,660.496,236.956
611.854,541.3,586.404,544.066
639.707,564.184,611.854,541.3
639.707,564.184,652.055,574.331
620.052,279.591,665.726,276.197
620.052,279.591,617.957,279.746
624.706,339.77,633.057,338.186
633.057,338.186,640.127,335.121
640.127,335.121,668.22,278.936
668.22,278.936,665.726,276.197
659.034,141.415,632.016,115.158
654.595,963.242,641.149,933.987
607.191,717.268,633.103,695.361
607.191,717.268,587.307,734.08
650.953,704.942,633.103,695.361
650.953,704.942,669.915,715.122
634.342,763.042,678.826,750.147
671.354,718.922,669.915,715.122
678.826,750.147,671.354,718.922
624.842,152.671,659.034,141.415
624.842,152.671,600.077,160.824
634.293,179.392,665.115,172.106
661.873,143.212,659.034,141.415
661.873,143.212,670.44,148.634
665.115,172.106,667.188,169.111
667.188,169.111,670.44,148.634
627.257,763.289,634.342,763.042
627.257,763.289,603.164,764.127
642.32,815.365,634.342,763.042
632.374,450.908,619.638,449.456
637.337,454.031,632.374,450.908
640.336,456.345,637.337,454.031
640.336,456.345,662.335,473.321
645.147,491.438,662.335,473.321
642.174,440.65,625.923,421.898
649.882,30.6208,590.805,-121.72
636.214,401.615,652.33,398.957
648.138,385.738,633.057,338.186
648.138,385.738,652.33,398.957
644.382,623.337,596.811,614.153
644.382,623.337,656.67,625.709
657.452,653.777,656.67,625.709
645.777,231.029,660.323,236.663
664.622,206.379,665.115,172.106
660.323,236.663,664.622,206.379
634.984,33.8131,649.882,30.6208
634.984,33.8131,613.096,38.503
655.971,34.2275,649.882,30.6208
655.971,34.2275,667.723,41.1886
667.473,42.2831,667.723,41.1886
634.657,448.518,642.174,440.65
634.657,448.518,632.374,450.908
643.152,441.128,642.174,440.65
639.278,44.453,667.473,42.2831
639.278,44.453,614.646,46.3486
649.977,76.5716,659.181,73.2207
662.778,67.2047,667.473,42.2831
659.181,73.2207,662.778,67.2047
615.887,538.667,611.854,541.3
641.186,544.311,615.887,538.667
641.186,544.311,668.025,550.3
652.055,574.331,662.581,573.443
662.686,573.146,668.025,550.3
662.581,573.443,662.686,573.146
639.284,449.71,643.152,441.128
639.284,449.71,637.337,454.031
646.446,442.46,643.152,441.128
646.446,442.46,665.497,450.163
662.335,473.321,670.314,467.517
672.167,465.071,665.497,450.163
670.314,467.517,672.167,465.071
617.42,537.343,648.685,510.331
617.42,537.343,615.887,538.667
673.754,534.567,648.685,510.331
668.025,550.3,673.754,534.567
630.219,821.236,642.32,815.365
630.219,821.236,612.581,829.794
651.026,818.058,642.32,815.365
651.026,818.058,653.979,818.971
659.475,831.72,653.979,818.971
623.302,591.424,652.055,574.331
623.302,591.424,594.858,608.333
656.67,625.709,680.41,605.199
681.44,601.486,662.581,573.443
680.41,605.199,681.44,601.486
665.497,450.163,660.821,399.163
652.33,398.957,660.821,399.163
669.957,355.622,640.127,335.121
669.957,355.622,679.413,362.12
660.821,399.163,680.207,389.513
680.207,389.513,679.413,362.12
636.771,662.354,657.452,653.777
636.771,662.354,630.412,664.991
677.463,668.792,657.452,653.777
677.463,668.792,681.429,671.768
669.915,715.122,681.429,671.768
653.979,818.971,686.866,778.702
686.886,754.916,678.826,750.147
686.866,778.702,686.886,754.916
668.333,40.6369,676.318,9.04121
667.723,41.1886,668.333,40.6369
676.318,9.04121,676.7,-1306.83
676.7,-1306.83,644.358,-2285.13
642.327,848.303,659.475,831.72
642.327,848.303,628.237,861.929
670.561,835.643,659.475,831.72
670.561,835.643,708.312,849.001
711.535,853.386,708.312,849.001
708.962,859.651,711.535,853.386
690.411,105.949,659.181,73.2207
670.44,148.634,678.29,143.143
678.29,143.143,690.411,105.949
585.257,1828.52,623.822,1029.41
585.257,1828.52,573.361,2075
626.75,1023.11,654.595,963.242
626.75,1023.11,623.822,1029.41
678.808,970.326,654.595,963.242
678.808,970.326,694.462,974.907
721.039,1020.14,694.462,974.907
721.039,1020.14,755.213,1078.31
672.279,280.354,668.22,278.936
679.413,362.12,689.18,348.811
695.742,334.721,672.279,280.354
689.18,348.811,695.742,334.721
708.312,849.001,686.866,778.702
682.002,671.445,683.815,611.344
681.429,671.768,682.002,671.445
683.815,611.344,680.41,605.199
682.41,944.645,644.063,925.381
682.41,944.645,699.711,953.337
694.462,974.907,699.711,953.337
696.455,511.224,670.314,467.517
696.455,511.224,705.331,526.064
684.631,461.952,693.712,399.793
683.98,391.143,680.207,389.513
693.712,399.793,683.98,391.143
688.244,923.302,646.193,916.229
688.244,923.302,709.457,926.869
699.711,953.337,707.145,936.88
707.145,936.88,709.457,926.869
659.844,884.307,708.962,859.651
659.844,884.307,644.947,891.785
709.457,926.869,714.276,922.638
714.276,922.638,721.041,899.955
721.041,899.955,708.962,859.651
712.481,646.39,683.815,611.344
712.481,646.39,718.396,653.621
716.368,659.519,716.756,658.927
716.756,658.927,718.396,653.621
698.058,203.616,693.217,183.125
693.217,183.125,667.188,169.111
690.332,204.254,698.058,203.616
690.332,204.254,664.622,206.379
703.762,211.124,698.058,203.616
703.762,211.124,709.112,218.166
696.662,21.2751,676.318,9.04121
696.662,21.2751,702.729,24.9239
704.803,39.3526,702.729,24.9239
691.3,39.8281,704.803,39.3526
691.3,39.8281,668.333,40.6369
713.47,44.6354,704.803,39.3526
713.47,44.6354,721.168,49.3276
727.206,65.6789,721.168,49.3276
692.404,66.503,727.206,65.6789
692.404,66.503,662.778,67.2047
699.112,102.212,727.497,66.0522
727.497,66.0522,727.206,65.6789
678.914,533.177,705.331,526.064
678.914,533.177,673.754,534.567
730.241,549.211,708.732,526.152
728.942,554.785,730.241,549.211
681.231,462.803,684.631,461.952
681.231,462.803,672.167,465.071
705.331,526.064,708.732,526.152
696.893,462.043,684.631,461.952
696.893,462.043,706.844,462.118
719.058,505.069,712.438,474.124
712.438,474.124,706.844,462.118
708.732,526.152,719.058,505.069
702.729,24.9239,736.459,-74.016
736.459,-74.016,676.7,-1306.83
694.668,564.283,728.942,554.785
694.668,564.283,662.686,573.146
724.894,588.819,728.942,554.785
714.883,410.959,693.712,399.793
706.844,462.118,734.992,434.804
736.288,432.096,714.883,410.959
734.992,434.804,736.288,432.096
690.879,225.213,709.112,218.166
690.879,225.213,660.496,236.956
709.865,275.967,735.054,264.021
728.457,225.102,726.06,218.583
735.054,264.021,728.457,225.102
709.112,218.166,726.06,218.583
706.488,184.473,693.217,183.125
706.488,184.473,721.955,186.044
727.106,194.777,721.955,186.044
729.062,210.946,727.106,194.777
726.06,218.583,729.062,210.946
688.358,669.239,716.368,659.519
688.358,669.239,682.002,671.445
